,Product ID,Product,Category,Warehouse ID,Quantity,Minimum_Qty,City
16671,3815,Samsung Mobile,Electronic,3,276,400,Cork
16672,3717,Car & Bike Care,Auto & Accessories,5,205,300,Limerick
16673,2970,Mouse,Electronic,4,187,400,Belfast
16674,4288,Towels,Home & Furniture,3,284,400,Cork
16675,3815,Samsung Mobile,Electronic,2,295,300,Galway
16676,3632,Watch,Electronic,2,100,200,Dublin
16677,3423,Dinning Tables,Home & Furniture,4,103,300,Cork
16678,8989,Jeans,Fashion,4,213,300,Limerick
16679,2512,Umbrellas,Home & Furniture,5,264,300,Dublin
16680,2970,Mouse,Electronic,3,163,200,Dublin
16681,3717,Car & Bike Care,Auto & Accessories,5,198,300,Galway
16682,2386,Car Media Players,Auto & Accessories,4,267,300,Limerick
16683,6556,Iron,Electronic,4,112,300,Limerick
16684,3815,Samsung Mobile,Electronic,5,107,200,Belfast
16685,2970,Mouse,Electronic,1,197,300,Belfast
16686,3378,Sports Wear,Fashion,3,130,400,Dublin
16687,6718,Casula Shoes,Fashion,5,266,400,Cork
16688,6715,LCD,Electronic,1,224,200,Dublin
16689,4381,Curtains,Home & Furniture,3,215,400,Cork
16690,4716,Bed Sheets,Home & Furniture,2,204,400,Cork
16691,3717,Car & Bike Care,Auto & Accessories,2,173,400,Cork
16692,6715,LCD,Electronic,5,270,200,Limerick
16693,5644,Car Body Covers,Auto & Accessories,4,135,300,Cork
16694,2970,Mouse,Electronic,3,150,200,Cork
16695,7255,Fossil Watch,Fashion,5,300,400,Cork
16696,8989,Jeans,Fashion,1,264,400,Cork
16697,6028,Tablet,Electronic,3,208,200,Cork
16698,1339,Sofa Covers,Home & Furniture,2,187,200,Galway
16699,1423,Titak watch,Fashion,5,259,400,Cork
16700,8601,Formal Shoes,Fashion,3,188,300,Cork
16701,2970,Mouse,Electronic,2,100,200,Galway
16702,2386,Car Media Players,Auto & Accessories,5,134,400,Galway
16703,6556,Iron,Electronic,5,191,300,Galway
16704,7393,Speakers,Electronic,4,224,200,Galway
16705,6718,Casula Shoes,Fashion,4,211,200,Dublin
16706,2386,Car Media Players,Auto & Accessories,3,165,400,Cork
16707,5988,Car Pillow & Neck Rest,Auto & Accessories,2,139,200,Belfast
16708,6028,Tablet,Electronic,4,197,400,Galway
16709,5988,Car Pillow & Neck Rest,Auto & Accessories,5,128,300,Cork
16710,7393,Speakers,Electronic,3,195,400,Belfast
16711,2687,Dinner Crockery,Home & Furniture,4,216,400,Belfast
16712,3557,Sneakers,Fashion,5,239,200,Galway
16713,1423,Titak watch,Fashion,2,177,400,Cork
16714,3677,Car Seat Covers,Auto & Accessories,4,200,400,Cork
16715,1423,Titak watch,Fashion,2,188,200,Cork
16716,3557,Sneakers,Fashion,3,252,200,Dublin
16717,7393,Speakers,Electronic,1,104,400,Galway
16718,4381,Curtains,Home & Furniture,4,124,300,Cork
16719,7663,Beds,Home & Furniture,5,117,200,Dublin
16720,2807,Fans,Electronic,2,157,300,Dublin
16721,6383,LED,Electronic,2,163,300,Limerick
16722,6556,Iron,Electronic,2,242,400,Dublin
16723,6028,Tablet,Electronic,5,297,400,Cork
16724,8506,Mixer/Juicer,Electronic,5,119,400,Limerick
16725,2687,Dinner Crockery,Home & Furniture,5,214,400,Limerick
16726,3425,Bike Tyres,Auto & Accessories,4,282,200,Cork
16727,6028,Tablet,Electronic,2,165,400,Belfast
16728,8349,Keyboard,Electronic,4,250,300,Belfast
16729,3425,Bike Tyres,Auto & Accessories,4,256,400,Galway
16730,6028,Tablet,Electronic,3,122,300,Limerick
16731,7393,Speakers,Electronic,1,184,200,Limerick
16732,7393,Speakers,Electronic,4,295,300,Limerick
16733,6556,Iron,Electronic,1,295,300,Belfast
16734,5644,Car Body Covers,Auto & Accessories,3,263,400,Galway
16735,3632,Watch,Electronic,2,199,200,Belfast
16736,3632,Watch,Electronic,5,283,400,Limerick
16737,2970,Mouse,Electronic,1,275,400,Limerick
16738,2690,Running Shoes,Fashion,2,104,400,Dublin
16739,3378,Sports Wear,Fashion,1,177,300,Dublin
16740,3677,Car Seat Covers,Auto & Accessories,3,174,400,Belfast
16741,2687,Dinner Crockery,Home & Furniture,1,271,200,Limerick
16742,6010,Shoe Rack,Home & Furniture,5,247,300,Belfast
16743,8349,Keyboard,Electronic,2,100,200,Cork
16744,2690,Running Shoes,Fashion,3,181,400,Dublin
16745,7255,Fossil Watch,Fashion,1,141,300,Limerick
16746,3677,Car Seat Covers,Auto & Accessories,4,283,200,Dublin
16747,3717,Car & Bike Care,Auto & Accessories,1,217,400,Limerick
16748,2687,Dinner Crockery,Home & Furniture,2,250,200,Cork
16749,5988,Car Pillow & Neck Rest,Auto & Accessories,3,117,300,Belfast
16750,4049,Apple Laptop,Electronic,4,259,300,Cork
16751,3557,Sneakers,Fashion,3,141,200,Galway
16752,3557,Sneakers,Fashion,3,261,300,Dublin
16753,4288,Towels,Home & Furniture,2,249,400,Dublin
16754,7663,Beds,Home & Furniture,1,219,400,Dublin
16755,3378,Sports Wear,Fashion,3,291,300,Galway
16756,1339,Sofa Covers,Home & Furniture,4,177,400,Cork
16757,4288,Towels,Home & Furniture,5,242,200,Cork
16758,8292,Tyre,Auto & Accessories,1,177,200,Limerick
16759,6715,LCD,Electronic,1,141,300,Dublin
16760,8506,Mixer/Juicer,Electronic,4,103,400,Belfast
16761,7663,Beds,Home & Furniture,4,206,200,Galway
16762,6277,Car Mat,Auto & Accessories,2,100,400,Cork
16763,7663,Beds,Home & Furniture,1,185,400,Galway
16764,3677,Car Seat Covers,Auto & Accessories,3,259,200,Dublin
16765,4288,Towels,Home & Furniture,4,284,300,Galway
16766,8292,Tyre,Auto & Accessories,2,136,400,Cork
16767,8292,Tyre,Auto & Accessories,1,200,200,Galway
16768,4381,Curtains,Home & Furniture,5,224,300,Dublin
16769,2512,Umbrellas,Home & Furniture,3,298,300,Belfast
16770,1339,Sofa Covers,Home & Furniture,3,241,300,Dublin
16771,5988,Car Pillow & Neck Rest,Auto & Accessories,4,134,300,Belfast
16772,8292,Tyre,Auto & Accessories,5,136,300,Galway
16773,1423,Titak watch,Fashion,2,298,300,Cork
16774,6028,Tablet,Electronic,3,192,400,Belfast
16775,2970,Mouse,Electronic,5,170,400,Limerick
16776,6277,Car Mat,Auto & Accessories,2,130,300,Galway
16777,2807,Fans,Electronic,3,183,400,Dublin
16778,3557,Sneakers,Fashion,4,223,400,Galway
16779,4049,Apple Laptop,Electronic,4,125,200,Galway
16780,3423,Dinning Tables,Home & Furniture,2,221,200,Galway
16781,6383,LED,Electronic,1,162,300,Limerick
16782,7255,Fossil Watch,Fashion,3,238,400,Galway
16783,5644,Car Body Covers,Auto & Accessories,1,230,200,Galway
16784,3557,Sneakers,Fashion,1,205,300,Belfast
16785,6558,Car Speakers,Auto & Accessories,3,100,400,Belfast
16786,6556,Iron,Electronic,4,139,300,Belfast
16787,4288,Towels,Home & Furniture,3,206,300,Limerick
16788,8989,Jeans,Fashion,2,291,200,Dublin
16789,3425,Bike Tyres,Auto & Accessories,3,290,300,Galway
16790,1988,Sofas,Home & Furniture,5,169,400,Belfast
16791,2690,Running Shoes,Fashion,5,194,400,Dublin
16792,2807,Fans,Electronic,3,117,200,Galway
16793,3350,Shirts,Fashion,2,239,200,Cork
16794,4381,Curtains,Home & Furniture,2,170,400,Cork
16795,3423,Dinning Tables,Home & Furniture,5,237,200,Dublin
16796,3350,Shirts,Fashion,2,291,200,Cork
16797,3677,Car Seat Covers,Auto & Accessories,3,235,200,Dublin
16798,3677,Car Seat Covers,Auto & Accessories,5,99,400,Cork
16799,6556,Iron,Electronic,5,126,200,Cork
16800,2807,Fans,Electronic,4,260,300,Cork
16801,6556,Iron,Electronic,4,273,300,Galway
16802,4716,Bed Sheets,Home & Furniture,1,125,400,Dublin
16803,8506,Mixer/Juicer,Electronic,3,230,200,Dublin
16804,2386,Car Media Players,Auto & Accessories,1,221,300,Dublin
16805,2807,Fans,Electronic,5,298,400,Dublin
16806,6556,Iron,Electronic,5,239,400,Limerick
16807,1423,Titak watch,Fashion,4,253,300,Belfast
16808,6028,Tablet,Electronic,2,220,400,Belfast
16809,3632,Watch,Electronic,1,104,200,Dublin
16810,5988,Car Pillow & Neck Rest,Auto & Accessories,1,124,300,Limerick
16811,6558,Car Speakers,Auto & Accessories,1,211,300,Galway
16812,5644,Car Body Covers,Auto & Accessories,4,137,200,Dublin
16813,3677,Car Seat Covers,Auto & Accessories,5,262,400,Galway
16814,6558,Car Speakers,Auto & Accessories,4,125,300,Dublin
16815,1339,Sofa Covers,Home & Furniture,1,257,300,Dublin
16816,5644,Car Body Covers,Auto & Accessories,5,179,200,Belfast
16817,3677,Car Seat Covers,Auto & Accessories,5,181,300,Dublin
16818,6277,Car Mat,Auto & Accessories,1,242,400,Belfast
16819,6556,Iron,Electronic,3,193,200,Limerick
16820,8292,Tyre,Auto & Accessories,5,239,200,Dublin
16821,2512,Umbrellas,Home & Furniture,4,120,400,Galway
16822,6277,Car Mat,Auto & Accessories,3,174,300,Limerick
16823,1423,Titak watch,Fashion,1,165,300,Belfast
16824,3717,Car & Bike Care,Auto & Accessories,1,148,300,Cork
16825,5644,Car Body Covers,Auto & Accessories,3,106,300,Dublin
16826,4399,Suits,Fashion,3,229,300,Belfast
16827,8989,Jeans,Fashion,2,283,300,Galway
16828,2512,Umbrellas,Home & Furniture,5,157,400,Limerick
16829,3378,Sports Wear,Fashion,3,286,300,Limerick
16830,5644,Car Body Covers,Auto & Accessories,5,117,400,Dublin
16831,3350,Shirts,Fashion,2,125,300,Galway
16832,3632,Watch,Electronic,4,146,200,Galway
16833,4049,Apple Laptop,Electronic,5,284,300,Limerick
16834,6010,Shoe Rack,Home & Furniture,5,186,400,Belfast
16835,3677,Car Seat Covers,Auto & Accessories,2,111,300,Dublin
16836,3677,Car Seat Covers,Auto & Accessories,4,279,200,Dublin
16837,4049,Apple Laptop,Electronic,5,182,200,Dublin
16838,3557,Sneakers,Fashion,3,234,400,Dublin
16839,8506,Mixer/Juicer,Electronic,4,274,200,Limerick
16840,6277,Car Mat,Auto & Accessories,4,234,200,Dublin
16841,3815,Samsung Mobile,Electronic,1,120,200,Dublin
16842,5260,T - Shirts,Fashion,2,222,400,Cork
16843,3350,Shirts,Fashion,2,288,300,Cork
16844,8989,Jeans,Fashion,1,289,200,Dublin
16845,8292,Tyre,Auto & Accessories,1,299,200,Limerick
16846,5988,Car Pillow & Neck Rest,Auto & Accessories,1,138,400,Galway
16847,2386,Car Media Players,Auto & Accessories,2,108,200,Limerick
16848,2512,Umbrellas,Home & Furniture,5,253,200,Cork
16849,3717,Car & Bike Care,Auto & Accessories,1,263,200,Cork
16850,6558,Car Speakers,Auto & Accessories,5,250,400,Cork
16851,7663,Beds,Home & Furniture,3,201,300,Dublin
16852,2512,Umbrellas,Home & Furniture,2,269,200,Belfast
16853,3632,Watch,Electronic,2,128,300,Belfast
16854,6010,Shoe Rack,Home & Furniture,5,172,200,Belfast
16855,8292,Tyre,Auto & Accessories,4,238,300,Dublin
16856,6383,LED,Electronic,3,270,400,Limerick
16857,6556,Iron,Electronic,1,299,300,Dublin
16858,6718,Casula Shoes,Fashion,4,184,400,Dublin
16859,4381,Curtains,Home & Furniture,4,294,400,Dublin
16860,8989,Jeans,Fashion,4,112,300,Galway
16861,6028,Tablet,Electronic,5,143,400,Galway
16862,2386,Car Media Players,Auto & Accessories,3,234,300,Dublin
16863,5988,Car Pillow & Neck Rest,Auto & Accessories,5,275,400,Belfast
16864,1988,Sofas,Home & Furniture,1,102,300,Cork
16865,8349,Keyboard,Electronic,3,280,300,Belfast
16866,8601,Formal Shoes,Fashion,2,125,200,Limerick
16867,4381,Curtains,Home & Furniture,4,127,400,Belfast
16868,6556,Iron,Electronic,4,185,300,Cork
16869,7663,Beds,Home & Furniture,4,180,200,Belfast
16870,6556,Iron,Electronic,4,186,300,Galway
16871,2386,Car Media Players,Auto & Accessories,4,282,400,Belfast
16872,3632,Watch,Electronic,3,121,300,Belfast
16873,2690,Running Shoes,Fashion,5,129,400,Galway
16874,2807,Fans,Electronic,2,257,300,Limerick
16875,2807,Fans,Electronic,5,112,200,Limerick
16876,2807,Fans,Electronic,2,204,300,Limerick
16877,2690,Running Shoes,Fashion,3,147,400,Galway
16878,8349,Keyboard,Electronic,3,210,400,Limerick
16879,8292,Tyre,Auto & Accessories,3,286,300,Limerick
16880,5644,Car Body Covers,Auto & Accessories,3,261,400,Belfast
16881,1988,Sofas,Home & Furniture,3,194,400,Belfast
16882,8506,Mixer/Juicer,Electronic,4,271,300,Dublin
16883,7255,Fossil Watch,Fashion,3,211,200,Cork
16884,6715,LCD,Electronic,2,296,200,Dublin
16885,6718,Casula Shoes,Fashion,4,216,400,Limerick
16886,3425,Bike Tyres,Auto & Accessories,5,289,300,Galway
16887,8506,Mixer/Juicer,Electronic,2,188,400,Cork
16888,8292,Tyre,Auto & Accessories,2,293,300,Galway
16889,3350,Shirts,Fashion,3,154,300,Belfast
16890,6718,Casula Shoes,Fashion,1,228,400,Galway
16891,4288,Towels,Home & Furniture,3,259,400,Belfast
16892,3378,Sports Wear,Fashion,1,192,200,Cork
16893,3423,Dinning Tables,Home & Furniture,3,135,200,Cork
16894,8989,Jeans,Fashion,3,175,400,Limerick
16895,4716,Bed Sheets,Home & Furniture,3,244,300,Galway
16896,1339,Sofa Covers,Home & Furniture,5,281,200,Galway
16897,6558,Car Speakers,Auto & Accessories,5,294,300,Limerick
16898,8601,Formal Shoes,Fashion,2,216,200,Dublin
16899,2807,Fans,Electronic,1,222,300,Dublin
16900,3677,Car Seat Covers,Auto & Accessories,5,119,400,Belfast
16901,7255,Fossil Watch,Fashion,1,210,400,Limerick
16902,2512,Umbrellas,Home & Furniture,5,228,300,Belfast
16903,8349,Keyboard,Electronic,2,286,400,Cork
16904,7255,Fossil Watch,Fashion,5,170,300,Limerick
16905,8349,Keyboard,Electronic,3,288,400,Limerick
16906,4716,Bed Sheets,Home & Furniture,2,233,300,Cork
16907,2687,Dinner Crockery,Home & Furniture,3,207,400,Galway
16908,6383,LED,Electronic,5,111,200,Cork
16909,3717,Car & Bike Care,Auto & Accessories,2,246,300,Dublin
16910,3815,Samsung Mobile,Electronic,2,125,300,Cork
16911,3557,Sneakers,Fashion,4,167,200,Dublin
16912,1988,Sofas,Home & Furniture,5,213,300,Belfast
16913,2970,Mouse,Electronic,3,185,300,Limerick
16914,6558,Car Speakers,Auto & Accessories,1,191,200,Dublin
16915,8989,Jeans,Fashion,1,275,400,Belfast
16916,6028,Tablet,Electronic,1,221,400,Cork
16917,4716,Bed Sheets,Home & Furniture,4,155,400,Cork
16918,3423,Dinning Tables,Home & Furniture,3,274,300,Cork
16919,6715,LCD,Electronic,5,158,400,Limerick
16920,5988,Car Pillow & Neck Rest,Auto & Accessories,4,130,400,Dublin
16921,7663,Beds,Home & Furniture,1,200,200,Galway
16922,4381,Curtains,Home & Furniture,4,222,200,Limerick
16923,7663,Beds,Home & Furniture,2,130,400,Cork
16924,3717,Car & Bike Care,Auto & Accessories,3,199,400,Galway
16925,6558,Car Speakers,Auto & Accessories,5,153,300,Cork
16926,6715,LCD,Electronic,3,127,400,Cork
16927,3350,Shirts,Fashion,2,205,200,Dublin
16928,2690,Running Shoes,Fashion,4,131,300,Dublin
16929,3677,Car Seat Covers,Auto & Accessories,2,181,200,Limerick
16930,7663,Beds,Home & Furniture,2,144,300,Belfast
16931,8292,Tyre,Auto & Accessories,1,199,400,Galway
16932,3557,Sneakers,Fashion,1,148,300,Dublin
16933,3557,Sneakers,Fashion,3,222,200,Dublin
16934,6277,Car Mat,Auto & Accessories,2,288,200,Limerick
16935,3425,Bike Tyres,Auto & Accessories,3,277,300,Galway
16936,6010,Shoe Rack,Home & Furniture,1,235,400,Belfast
16937,2970,Mouse,Electronic,1,297,300,Galway
16938,3815,Samsung Mobile,Electronic,5,272,300,Belfast
16939,4399,Suits,Fashion,1,284,300,Dublin
16940,6383,LED,Electronic,3,246,200,Belfast
16941,6383,LED,Electronic,1,151,200,Limerick
16942,6028,Tablet,Electronic,1,115,200,Cork
16943,3423,Dinning Tables,Home & Furniture,1,290,300,Dublin
16944,6028,Tablet,Electronic,4,126,400,Belfast
16945,4288,Towels,Home & Furniture,2,293,200,Cork
16946,3423,Dinning Tables,Home & Furniture,4,283,200,Limerick
16947,3677,Car Seat Covers,Auto & Accessories,1,189,200,Belfast
16948,8349,Keyboard,Electronic,3,262,300,Dublin
16949,3717,Car & Bike Care,Auto & Accessories,1,193,300,Belfast
16950,6277,Car Mat,Auto & Accessories,3,252,200,Belfast
16951,2687,Dinner Crockery,Home & Furniture,2,102,200,Limerick
16952,3423,Dinning Tables,Home & Furniture,1,293,300,Galway
16953,4716,Bed Sheets,Home & Furniture,3,291,300,Dublin
16954,3815,Samsung Mobile,Electronic,2,239,200,Belfast
16955,3815,Samsung Mobile,Electronic,4,181,200,Belfast
16956,3632,Watch,Electronic,1,164,300,Cork
16957,4288,Towels,Home & Furniture,2,166,200,Limerick
16958,7393,Speakers,Electronic,2,281,300,Belfast
16959,3632,Watch,Electronic,2,277,200,Limerick
16960,4288,Towels,Home & Furniture,4,256,200,Cork
16961,2512,Umbrellas,Home & Furniture,5,213,400,Belfast
16962,3423,Dinning Tables,Home & Furniture,2,156,200,Galway
16963,2687,Dinner Crockery,Home & Furniture,2,270,200,Galway
16964,3425,Bike Tyres,Auto & Accessories,2,153,400,Galway
16965,1423,Titak watch,Fashion,5,231,400,Limerick
16966,1988,Sofas,Home & Furniture,4,222,300,Limerick
16967,3350,Shirts,Fashion,2,121,400,Galway
16968,2970,Mouse,Electronic,3,120,300,Galway
16969,6558,Car Speakers,Auto & Accessories,3,141,200,Limerick
16970,6010,Shoe Rack,Home & Furniture,5,225,200,Galway
16971,6558,Car Speakers,Auto & Accessories,4,215,400,Galway
16972,3557,Sneakers,Fashion,4,209,200,Belfast
16973,2386,Car Media Players,Auto & Accessories,5,248,400,Dublin
16974,3378,Sports Wear,Fashion,4,292,400,Cork
16975,2386,Car Media Players,Auto & Accessories,3,106,200,Limerick
16976,3557,Sneakers,Fashion,4,189,200,Belfast
16977,2970,Mouse,Electronic,5,228,200,Belfast
16978,4288,Towels,Home & Furniture,2,265,400,Belfast
16979,6556,Iron,Electronic,4,204,300,Belfast
16980,6010,Shoe Rack,Home & Furniture,1,195,200,Belfast
16981,4049,Apple Laptop,Electronic,3,122,300,Galway
16982,3557,Sneakers,Fashion,5,195,400,Dublin
16983,6028,Tablet,Electronic,3,279,300,Galway
16984,3677,Car Seat Covers,Auto & Accessories,2,199,200,Cork
16985,6556,Iron,Electronic,5,134,400,Limerick
16986,6277,Car Mat,Auto & Accessories,2,260,200,Belfast
16987,1339,Sofa Covers,Home & Furniture,3,135,200,Galway
16988,3557,Sneakers,Fashion,3,115,200,Limerick
16989,1988,Sofas,Home & Furniture,4,107,200,Cork
16990,5644,Car Body Covers,Auto & Accessories,1,284,200,Cork
16991,4049,Apple Laptop,Electronic,4,180,400,Cork
16992,8989,Jeans,Fashion,2,248,300,Dublin
16993,3677,Car Seat Covers,Auto & Accessories,1,135,400,Limerick
16994,2512,Umbrellas,Home & Furniture,2,292,400,Dublin
16995,3632,Watch,Electronic,1,297,300,Belfast
16996,2512,Umbrellas,Home & Furniture,5,109,400,Limerick
16997,8506,Mixer/Juicer,Electronic,3,162,200,Limerick
16998,5988,Car Pillow & Neck Rest,Auto & Accessories,3,137,200,Limerick
16999,4381,Curtains,Home & Furniture,1,198,200,Dublin
17000,1988,Sofas,Home & Furniture,3,230,300,Cork
17001,3677,Car Seat Covers,Auto & Accessories,5,137,400,Limerick
17002,2386,Car Media Players,Auto & Accessories,5,121,400,Dublin
17003,6010,Shoe Rack,Home & Furniture,3,202,200,Galway
17004,8601,Formal Shoes,Fashion,5,187,300,Galway
17005,5988,Car Pillow & Neck Rest,Auto & Accessories,2,164,300,Belfast
17006,2690,Running Shoes,Fashion,3,230,200,Cork
17007,5260,T - Shirts,Fashion,2,291,400,Limerick
17008,5988,Car Pillow & Neck Rest,Auto & Accessories,1,170,400,Cork
17009,7255,Fossil Watch,Fashion,4,269,200,Dublin
17010,4716,Bed Sheets,Home & Furniture,4,216,300,Galway
17011,6718,Casula Shoes,Fashion,1,125,200,Belfast
17012,2970,Mouse,Electronic,5,230,200,Cork
17013,4049,Apple Laptop,Electronic,5,129,400,Dublin
17014,3350,Shirts,Fashion,2,198,200,Dublin
17015,2807,Fans,Electronic,5,282,200,Dublin
17016,6556,Iron,Electronic,4,106,300,Galway
17017,8349,Keyboard,Electronic,2,286,300,Dublin
17018,3423,Dinning Tables,Home & Furniture,4,131,400,Belfast
17019,7255,Fossil Watch,Fashion,5,165,400,Dublin
17020,4381,Curtains,Home & Furniture,1,219,200,Limerick
17021,6715,LCD,Electronic,5,201,300,Cork
17022,3378,Sports Wear,Fashion,2,269,400,Cork
17023,4399,Suits,Fashion,4,185,200,Galway
17024,2512,Umbrellas,Home & Furniture,5,256,400,Galway
17025,6715,LCD,Electronic,5,208,300,Limerick
17026,1339,Sofa Covers,Home & Furniture,1,252,200,Limerick
17027,1423,Titak watch,Fashion,5,173,200,Dublin
17028,1423,Titak watch,Fashion,2,114,300,Limerick
17029,1339,Sofa Covers,Home & Furniture,5,228,300,Galway
17030,6277,Car Mat,Auto & Accessories,1,248,200,Limerick
17031,2690,Running Shoes,Fashion,3,298,300,Belfast
17032,3632,Watch,Electronic,3,226,400,Limerick
17033,2386,Car Media Players,Auto & Accessories,4,220,400,Cork
17034,3378,Sports Wear,Fashion,1,115,400,Cork
17035,3677,Car Seat Covers,Auto & Accessories,2,248,300,Galway
17036,3815,Samsung Mobile,Electronic,4,220,400,Galway
17037,6715,LCD,Electronic,3,199,300,Dublin
17038,6277,Car Mat,Auto & Accessories,3,277,200,Limerick
17039,4049,Apple Laptop,Electronic,3,211,200,Galway
17040,6383,LED,Electronic,1,203,400,Cork
17041,1988,Sofas,Home & Furniture,1,174,400,Cork
17042,2512,Umbrellas,Home & Furniture,4,283,200,Belfast
17043,3677,Car Seat Covers,Auto & Accessories,3,289,300,Cork
17044,3378,Sports Wear,Fashion,4,283,400,Belfast
17045,4716,Bed Sheets,Home & Furniture,5,123,400,Galway
17046,1423,Titak watch,Fashion,2,255,400,Galway
17047,7663,Beds,Home & Furniture,1,148,300,Dublin
17048,6558,Car Speakers,Auto & Accessories,1,161,400,Cork
17049,6277,Car Mat,Auto & Accessories,2,288,200,Galway
17050,3425,Bike Tyres,Auto & Accessories,1,167,400,Dublin
17051,6556,Iron,Electronic,3,188,200,Cork
17052,4716,Bed Sheets,Home & Furniture,2,262,400,Belfast
17053,4716,Bed Sheets,Home & Furniture,5,259,400,Limerick
17054,1988,Sofas,Home & Furniture,3,220,400,Belfast
17055,3350,Shirts,Fashion,2,276,200,Galway
17056,1988,Sofas,Home & Furniture,1,300,200,Limerick
17057,6383,LED,Electronic,4,225,200,Dublin
17058,7255,Fossil Watch,Fashion,4,267,400,Cork
17059,8506,Mixer/Juicer,Electronic,5,233,200,Cork
17060,4716,Bed Sheets,Home & Furniture,4,255,300,Galway
17061,3815,Samsung Mobile,Electronic,1,132,200,Cork
17062,2386,Car Media Players,Auto & Accessories,3,179,200,Belfast
17063,8989,Jeans,Fashion,4,264,200,Dublin
17064,6383,LED,Electronic,1,250,300,Dublin
17065,3632,Watch,Electronic,3,107,400,Belfast
17066,6715,LCD,Electronic,2,191,300,Cork
17067,1339,Sofa Covers,Home & Furniture,3,290,300,Limerick
17068,2690,Running Shoes,Fashion,3,188,300,Belfast
17069,4381,Curtains,Home & Furniture,5,172,300,Belfast
17070,8292,Tyre,Auto & Accessories,5,124,300,Belfast
17071,2970,Mouse,Electronic,1,152,200,Belfast
17072,7393,Speakers,Electronic,3,227,300,Limerick
17073,3632,Watch,Electronic,4,291,400,Galway
17074,6558,Car Speakers,Auto & Accessories,5,203,300,Limerick
17075,1339,Sofa Covers,Home & Furniture,3,269,200,Belfast
17076,8601,Formal Shoes,Fashion,2,190,200,Cork
17077,4049,Apple Laptop,Electronic,5,300,400,Cork
17078,3425,Bike Tyres,Auto & Accessories,3,185,200,Galway
17079,4716,Bed Sheets,Home & Furniture,5,225,400,Dublin
17080,4288,Towels,Home & Furniture,2,200,400,Cork
17081,5644,Car Body Covers,Auto & Accessories,3,274,400,Belfast
17082,2807,Fans,Electronic,3,199,300,Galway
17083,4049,Apple Laptop,Electronic,2,212,400,Belfast
17084,4716,Bed Sheets,Home & Furniture,4,290,400,Dublin
17085,5988,Car Pillow & Neck Rest,Auto & Accessories,1,170,200,Belfast
17086,4716,Bed Sheets,Home & Furniture,2,131,400,Limerick
17087,2690,Running Shoes,Fashion,4,150,300,Limerick
17088,8506,Mixer/Juicer,Electronic,4,199,200,Limerick
17089,6718,Casula Shoes,Fashion,2,165,200,Belfast
17090,6558,Car Speakers,Auto & Accessories,3,244,200,Limerick
17091,8292,Tyre,Auto & Accessories,3,145,300,Belfast
17092,3677,Car Seat Covers,Auto & Accessories,1,177,300,Belfast
17093,3815,Samsung Mobile,Electronic,2,195,400,Dublin
17094,2386,Car Media Players,Auto & Accessories,3,194,200,Dublin
17095,6383,LED,Electronic,5,223,200,Cork
17096,5988,Car Pillow & Neck Rest,Auto & Accessories,3,271,200,Galway
17097,6383,LED,Electronic,3,289,300,Belfast
17098,8601,Formal Shoes,Fashion,3,111,300,Dublin
17099,4381,Curtains,Home & Furniture,4,128,200,Galway
17100,1339,Sofa Covers,Home & Furniture,5,157,400,Dublin
17101,7255,Fossil Watch,Fashion,1,276,300,Cork
17102,3378,Sports Wear,Fashion,1,262,200,Belfast
17103,6715,LCD,Electronic,2,242,300,Galway
17104,2970,Mouse,Electronic,3,250,200,Dublin
17105,6028,Tablet,Electronic,2,248,200,Belfast
17106,8601,Formal Shoes,Fashion,4,148,400,Dublin
17107,1423,Titak watch,Fashion,3,114,400,Limerick
17108,6556,Iron,Electronic,1,220,300,Dublin
17109,2687,Dinner Crockery,Home & Furniture,3,106,400,Dublin
17110,3423,Dinning Tables,Home & Furniture,5,144,200,Dublin
17111,8292,Tyre,Auto & Accessories,1,184,200,Cork
17112,1988,Sofas,Home & Furniture,1,195,400,Belfast
17113,6028,Tablet,Electronic,2,298,300,Dublin
17114,6718,Casula Shoes,Fashion,4,208,400,Dublin
17115,6715,LCD,Electronic,4,280,300,Limerick
17116,3378,Sports Wear,Fashion,5,264,200,Galway
17117,4381,Curtains,Home & Furniture,2,180,300,Limerick
17118,3423,Dinning Tables,Home & Furniture,1,140,400,Galway
17119,3350,Shirts,Fashion,5,225,300,Dublin
17120,8292,Tyre,Auto & Accessories,3,146,300,Belfast
17121,1988,Sofas,Home & Furniture,5,142,200,Belfast
17122,6010,Shoe Rack,Home & Furniture,4,240,300,Dublin
17123,4399,Suits,Fashion,3,251,300,Galway
17124,5260,T - Shirts,Fashion,4,124,400,Cork
17125,2687,Dinner Crockery,Home & Furniture,5,255,400,Dublin
17126,8989,Jeans,Fashion,1,183,200,Belfast
17127,3815,Samsung Mobile,Electronic,5,201,400,Cork
17128,6558,Car Speakers,Auto & Accessories,2,130,300,Dublin
17129,4716,Bed Sheets,Home & Furniture,3,200,200,Galway
17130,5644,Car Body Covers,Auto & Accessories,3,252,300,Dublin
17131,3423,Dinning Tables,Home & Furniture,3,148,400,Belfast
17132,8292,Tyre,Auto & Accessories,1,166,400,Limerick
17133,1423,Titak watch,Fashion,5,262,400,Belfast
17134,6383,LED,Electronic,1,159,400,Dublin
17135,6556,Iron,Electronic,1,227,400,Dublin
17136,2687,Dinner Crockery,Home & Furniture,3,166,300,Dublin
17137,2690,Running Shoes,Fashion,1,227,200,Limerick
